日期,時段,代號,名稱,當前股價,動能(%),狀態
2026-06-23,美股模組,SOXL,Direxion Daily Semiconductor Bull 3X Shares,232.31,290.15,⭐️ 買進標的 (釘住)
2026-06-23,美股模組,SNDK,Sandisk,1990.9,339.89,⭐️ 買進標的
2026-06-23,美股模組,BWET,Breakwave Tanker Shipping ETF,209.0,308.19,⭐️ 買進標的
2026-06-23,美股模組,MU,Micron Technology,1077.05,180.5,⭐️ 買進標的
2026-06-23,美股模組,INTC,Intel,135.13,164.51,⭐️ 買進標的
2026-06-23,美股模組,AXTI,"AXT, Inc.",81.1,157.23,⭐️ 買進標的
2026-06-23,美股模組,DELL,Dell Technologies,420.0,155.43,⭐️ 買進標的
2026-06-23,美股模組,WDC,Western Digital,663.33,146.92,⭐️ 買進標的
2026-06-23,美股模組,BE,Bloom Energy Corporation,319.02,142.36,⭐️ 買進標的
2026-06-23,美股模組,STX,Seagate Technology,1014.34,141.85,⭐️ 買進標的
2026-06-23,美股模組,LNVGY,Lenovo Group Limited,57.13,116.93,⭐️ 買進標的
2026-06-23,台股模組,00631L.TW,元大台灣50正2,40.2,55.95,⭐️ 買進標的
2026-06-23,台股模組,00675L.TW,富邦臺灣加權正2,351.8,56.11,⭐️ 買進標的
2026-06-23,台股模組,6669.TW,緯穎,4675.0,239.92,⭐️ 買進標的
2026-06-23,台股模組,00674R.TW,期元大S&P黃金反1,29.8,237.83,⭐️ 買進標的
2026-06-23,台股模組,2327.TW,國巨*,1020.0,171.21,⭐️ 買進標的
2026-06-23,台股模組,3090.TW,日電貿,302.5,129.06,⭐️ 買進標的
2026-06-23,台股模組,2303.TW,聯電,170.0,121.62,⭐️ 買進標的
2026-06-23,台股模組,2493.TW,揚博,265.0,110.59,⭐️ 買進標的
2026-06-23,台股模組,3481.TW,群創,66.0,104.23,⭐️ 買進標的
2026-06-23,台股模組,4958.TW,臻鼎-KY,587.0,98.32,⭐️ 買進標的
2026-06-23,台股模組,2454.TW,聯發科,4535.0,92.13,⭐️ 買進標的
2026-06-23,台股模組,1303.TW,南亞,154.5,87.63,⭐️ 買進標的
2026-06-23,美股模組,USD,ProShares Ultra Semiconductors,97.56,67.33,⭐️ 買進標的
2026-06-23,美股模組,SOXL,Direxion Daily Semiconductor Bull 3X Shares,231.45,288.71,⭐️ 買進標的 (釘住)
2026-06-23,美股模組,SNDK,Sandisk,1987.2,339.08,⭐️ 買進標的
2026-06-23,美股模組,BWET,Breakwave Tanker Shipping ETF,203.06,296.59,⭐️ 買進標的
2026-06-23,美股模組,MU,Micron Technology,1078.25,180.81,⭐️ 買進標的
2026-06-23,美股模組,INTC,Intel,135.51,165.26,⭐️ 買進標的
2026-06-23,美股模組,DELL,Dell Technologies,423.52,157.58,⭐️ 買進標的
2026-06-23,美股模組,AXTI,"AXT, Inc.",80.37,154.93,⭐️ 買進標的
2026-06-23,美股模組,WDC,Western Digital,666.17,147.98,⭐️ 買進標的
2026-06-23,美股模組,BE,Bloom Energy Corporation,321.0,143.86,⭐️ 買進標的
2026-06-23,美股模組,STX,Seagate Technology,1015.37,142.1,⭐️ 買進標的
2026-06-23,美股模組,LNVGY,Lenovo Group Limited,57.13,116.93,⭐️ 買進標的
2026-06-24,台股模組,00631L.TW,元大台灣50正2,41.32,61.62,⭐️ 買進標的
2026-06-24,台股模組,00675L.TW,富邦臺灣加權正2,364.0,63.72,⭐️ 買進標的
2026-06-24,台股模組,6669.TW,緯穎,4855.0,260.08,⭐️ 買進標的
2026-06-24,台股模組,00674R.TW,期元大S&P黃金反1,29.36,239.85,⭐️ 買進標的
2026-06-24,台股模組,2327.TW,國巨*,1065.0,188.79,⭐️ 買進標的
2026-06-24,台股模組,3090.TW,日電貿,335.5,154.35,⭐️ 買進標的
2026-06-24,台股模組,4958.TW,臻鼎-KY,622.0,116.16,⭐️ 買進標的
2026-06-24,台股模組,2493.TW,揚博,268.0,113.91,⭐️ 買進標的
2026-06-24,台股模組,3481.TW,群創,66.0,106.83,⭐️ 買進標的
2026-06-24,台股模組,2303.TW,聯電,160.0,105.25,⭐️ 買進標的
2026-06-24,台股模組,2454.TW,聯發科,4465.0,95.77,⭐️ 買進標的
2026-06-24,台股模組,2344.TW,華邦電,222.0,88.83,⭐️ 買進標的
2026-06-24,美股模組,USD,ProShares Ultra Semiconductors,99.48,70.62,⭐️ 買進標的
2026-06-24,美股模組,SOXL,Direxion Daily Semiconductor Bull 3X Shares,241.37,305.37,⭐️ 買進標的
2026-06-24,美股模組,SNDK,Sandisk,2014.1,345.02,⭐️ 買進標的
2026-06-24,美股模組,BWET,Breakwave Tanker Shipping ETF,197.24,285.22,⭐️ 買進標的
2026-06-24,美股模組,MU,Micron Technology,1095.11,185.2,⭐️ 買進標的
2026-06-24,美股模組,INTC,Intel,136.38,166.97,⭐️ 買進標的
2026-06-24,美股模組,DELL,Dell Technologies,431.74,162.57,⭐️ 買進標的
2026-06-24,美股模組,AXTI,"AXT, Inc.",80.43,155.11,⭐️ 買進標的
2026-06-24,美股模組,WDC,Western Digital,676.9,151.97,⭐️ 買進標的
2026-06-24,美股模組,BE,Bloom Energy Corporation,328.25,149.37,⭐️ 買進標的
2026-06-24,美股模組,STX,Seagate Technology,1030.94,145.81,⭐️ 買進標的
2026-06-24,美股模組,LNVGY,Lenovo Group Limited,57.11,116.85,⭐️ 買進標的
